DYRK1A_N,ITSN1_N,BDNF_N,NR1_N,NR2A_N,pAKT_N,pBRAF_N,pCAMKII_N,pCREB_N,pELK_N,pERK_N,pJNK_N,PKCA_N,pMEK_N,pNR1_N,pNR2A_N,pNR2B_N,pPKCAB_N,pRSK_N,AKT_N,BRAF_N,CAMKII_N,CREB_N,ELK_N,ERK_N,GSK3B_N,JNK_N,MEK_N,TRKA_N,RSK_N,APP_N,Bcatenin_N,SOD1_N,MTOR_N,P38_N,pMTOR_N,DSCR1_N,AMPKA_N,NR2B_N,pNUMB_N,RAPTOR_N,TIAM1_N,pP70S6_N,NUMB_N,P70S6_N,pGSK3B_N,pPKCG_N,CDK5_N,S6_N,ADARB1_N,AcetylH3K9_N,RRP1_N,BAX_N,ARC_N,ERBB4_N,nNOS_N,Tau_N,GFAP_N,GluR3_N,GluR4_N,IL1B_N,P3525_N,pCASP9_N,PSD95_N,SNCA_N,Ubiquitin_N,pGSK3B_Tyr216_N,SHH_N,BAD_N,BCL2_N,pS6_N,pCFOS_N,SYP_N,H3AcK18_N,EGR1_N,H3MeK4_N,CaNA_N,class
0.208282947,0.253656739,0.601225982,0.436173199,0.354174103,0.366961432,0.453601197,0.605303793,0.490687694,0.194654477,0.19878657,0.611674855,0.526879485,0.569794594,0.307472002,0.304293991,0.451568947,0.56424703,0.74589199,0.531250078,0.219074335,0.375419328,0.315222793,0.277719177,0.379223872,0.582977327,0.602929324,0.478045692,0.726304912,0.324116496,0.443577477,0.482207435,0.058383796,0.482269574,0.182808052,0.570742931,0.464156243,0.293715666,0.451777528,0.435546015,0.289025246,0.243873916,0.28248855,0.291559703,0.429455463,0.409191048,0.509501206,0.220248382,0.514982377,0.53297954,0.085299298,0.324241527,0.612119962,0.588190603,0.588756284,0.553189589,0.203281915,0.261881068,0.426911232,0.102388483,0.354653389,0.312680383,0.354592709,0.599094279,0.207367294,0.3742254,0.599846291,0.499995171,0.280982563,0.081615194,0.588190603,0.06117111,0.389553499,0.085639168,0.09765825,0.157754173,0.616146111,5
0.199716663,0.250268657,0.619908892,0.430477639,0.373825304,0.372903788,0.466483247,0.609292096,0.476324514,0.205434955,0.216944198,0.620969524,0.514668773,0.566980933,0.276588219,0.312424742,0.4808317,0.580408857,0.748856188,0.5538404,0.218630028,0.389608792,0.324549591,0.279758274,0.388508018,0.584196777,0.622769004,0.495135559,0.727547322,0.328273518,0.441674485,0.459288171,0.070617327,0.503341964,0.167200228,0.589505963,0.44557005,0.053179848,0.453003305,0.420646624,0.286494514,0.274443626,0.274498634,0.252752358,0.391387125,0.433947474,0.492097344,0.207147988,0.518791467,0.543673157,0.0847652,0.315292687,0.555372635,0.582607137,0.491264546,0.491615421,0.198320876,0.243809992,0.419691483,0.094903002,0.351498384,0.31072821,0.352438098,0.576097982,0.193483236,0.382685502,0.613163822,0.390675567,0.269697221,0.074705502,0.582607137,0.05614529,0.365623723,0.104103655,0.098656009,0.177724949,0.598474392,5
0.165665096,0.193859186,0.575688998,0.373747629,0.309913676,0.382774483,0.604653883,0.558315685,0.460138158,0.200437213,0.184588797,0.68003659,0.519531303,0.608603966,0.237497613,0.250182945,0.427433881,0.49979227,0.813398496,0.49311288,0.22830489,0.404928659,0.329715516,0.194984786,0.308494955,0.564455971,0.639879375,0.478155947,0.686490482,0.349273698,0.389294172,0.400568458,0.056561204,0.476874008,0.16809395,0.570390342,0.465961833,0.256708103,0.435730505,0.43019465,0.279303011,0.234842002,0.342440014,0.228108195,0.415206628,0.422879901,0.484457709,0.192758659,0.470017799,0.448028343,0.079925914,0.31711549,0.520169036,0.547163778,0.482331134,0.597625448,0.178365391,0.269472032,0.40932027,0.097814031,0.339242359,0.293801769,0.341319821,0.587082406,0.19243768,0.423403571,0.614484371,0.464174888,0.267937209,0.108867098,0.547163778,0.057823236,0.355669908,0.08615431,0.085607453,0.187585783,0.648151202,5
0.199619286,0.236480305,0.584478546,0.37732481,0.310787874,0.39419923,0.500161458,0.579333643,0.474861861,0.19946928,0.205182927,0.645175868,0.573856447,0.626498105,0.280546462,0.254070393,0.456557006,0.531128305,0.753360631,0.5034749,0.23870884,0.421089868,0.382377224,0.19819203,0.31121847,0.58079107,0.647978834,0.481241787,0.703793473,0.378416344,0.417366852,0.385949727,0.06229733,0.477812743,0.184768472,0.561686013,0.41892937,0.259416117,0.46240567,0.403495759,0.344734272,0.281385992,0.378524004,0.222495114,0.396914998,0.430485871,0.485611979,0.195995132,0.48576839,0.472951861,0.084974843,0.322163466,0.564507724,0.550843251,0.516467466,0.536586322,0.193682867,0.276063581,0.413752197,0.094068873,0.334373533,0.369608937,0.34536777,0.580301656,0.189785501,0.421750609,0.6384524,0.455984337,0.275122355,0.094592013,0.550843251,0.091227646,0.3745663,0.090188462,0.114962206,0.195717605,0.63648314,5
0.17649644,0.235485203,0.583693829,0.403563088,0.282435902,0.398954446,0.54402847,0.594080322,0.488380578,0.201027787,0.205505951,0.720012433,0.535159234,0.695390731,0.265226433,0.273113071,0.459004948,0.515434399,0.803674386,0.533532165,0.236067159,0.469583521,0.39174025,0.209216827,0.311937763,0.585759834,0.740844545,0.517689189,0.729703078,0.405786257,0.4262128,0.429193524,0.074177888,0.483980266,0.223262106,0.577206952,0.507096069,0.259821077,0.471156791,0.405159696,0.323773901,0.268617146,0.495295821,0.209584202,0.378813438,0.444677439,0.482927242,0.191685848,0.462755507,0.494478165,0.085978734,0.319362306,0.524604908,0.534387771,0.457514497,0.463547495,0.169295452,0.09610872,0.383732716,0.08434485,0.340705344,0.293289173,0.330364544,0.54599714,0.239039657,0.425441256,0.604172998,0.420509327,0.270811031,0.084433454,0.534387771,0.086526471,0.40879535,0.090880377,0.117386376,0.255077844,0.623791804,5
0.161424324,0.173421934,0.517718186,0.329236188,0.26146079,0.421089821,0.527798384,0.540835004,0.509687977,0.18613133,0.174721708,0.618851882,0.458739128,0.615455481,0.195693132,0.211715279,0.397943687,0.495986216,0.771074482,0.483276546,0.228703117,0.451130147,0.337398192,0.163101036,0.258470676,0.535161622,0.636796504,0.447057889,0.672942412,0.42617389,0.373177362,0.322608825,0.061974878,0.456845224,0.174992373,0.551138023,0.495795844,0.227686222,0.444421932,0.361681997,0.26009966,0.200006494,0.388057325,0.142323988,0.342261136,0.384113617,0.474734756,0.149861503,0.391941486,0.351947186,0.066907529,0.305883461,0.402681615,0.497507447,0.403698217,0.478882753,0.161479384,0.168592817,0.358281293,0.070869161,0.322173836,0.29397255,0.278410234,0.540284102,0.216834272,0.419267183,0.582412996,0.401762811,0.299870816,0.178317477,0.497507447,0.140522544,0.353015099,0.137941715,0.12173419,0.23663746,0.547110092,5
0.162806456,0.194034516,0.553455801,0.339317829,0.254079812,0.437136356,0.54998492,0.530828668,0.485675055,0.209019184,0.165111335,0.634551135,0.490923645,0.639745145,0.24981032,0.221007593,0.417351726,0.502395426,0.771668123,0.487947815,0.231958501,0.432455323,0.362611049,0.1650461,0.257341167,0.531288395,0.665706918,0.450009273,0.694768079,0.447404437,0.305313118,0.35660594,0.081151786,0.469906739,0.195095111,0.570874616,0.477985203,0.233185157,0.463385091,0.39686573,0.272446948,0.224218689,0.351557154,0.149785578,0.319790378,0.403257035,0.480661466,0.182211115,0.440502759,0.367980109,0.07090681,0.313599698,0.385812029,0.486968035,0.482430028,0.474901697,0.170784404,0.135513287,0.355918428,0.083317533,0.334537109,0.302512384,0.294224063,0.542644796,0.260676111,0.436156939,0.6213984,0.422462429,0.288907029,0.230606335,0.486968035,0.083183646,0.33782864,0.118344188,0.182686976,0.254236243,0.563099378,5
0.13813439,0.16738389,0.500030084,0.300353878,0.245970836,0.39690404,0.538487843,0.487560423,0.439290448,0.169264724,0.156195306,0.606949478,0.405372427,0.641875922,0.184985945,0.180196798,0.393585269,0.456749594,0.729511878,0.475643606,0.211953924,0.400802517,0.345765724,0.136355978,0.221610581,0.524281425,0.702934427,0.425331827,0.680616335,0.509930875,0.300853033,0.286673746,0.052401054,0.450521654,0.195393044,0.544512566,0.472073134,0.20908675,0.40491839,0.326494115,0.252484477,0.171417097,0.322725358,0.123373782,0.302427729,0.403676229,0.497321349,0.174861277,0.425146316,0.387179526,0.068280624,0.314244569,0.510595954,0.415655428,0.677861069,0.388162401,0.160096874,0.199160326,0.314119881,0.070989488,0.280615525,0.294032864,0.279200585,0.516078392,0.303670798,0.399622445,0.594188921,0.425936522,0.302322128,0.164002503,0.415655428,0,0.342636957,0.113293647,0.16665428,0.263666897,0.574459983,5
0.074572235,0.113349632,0.506072797,0.529019204,0.384299883,0.351347753,0.426092029,0.696987128,0.592432473,0.15767028,0.075100926,0.60878204,0.338919672,0.629027212,0.466595772,0.626159364,0.671322594,0.272174074,0.564458417,0.541730762,0.063864169,0.363426921,0.234325742,0.307839791,0.362663612,0.466574399,0.554910203,0.482269634,0.630750052,0.234168184,0.33071715,0.52874337,0.210249689,0.543132037,0.348237852,0.743624346,0.479407354,0.271984722,0.47080532,0.297025106,0.341691921,0.308046867,0.268940092,0.30471948,0.675810518,0.20420892,0.370138611,0.133901595,0.202468048,0.285953688,0.016747261,0.292027305,0.643004147,0.68046385,0.463518341,0.59829225,0.087547111,0.107526219,0.673263796,0.146415235,0.468787178,0.20022666,0.517034792,0.755137745,0.309183177,0.579710833,0.496381305,0.470023574,0.19857043,0.102531879,0.68046385,0.216655552,0.410143108,0.154097434,0.30363642,0.214513338,0.285845248,3
0.067555918,0.103162389,0.455163313,0.479981324,0.384312659,0.343667731,0.398999674,0.655258438,0.510778382,0.151272407,0.07279834,0.593275516,0.307244061,0.495481251,0.450267947,0.578179891,0.657588268,0.241857884,0.573789069,0.523759429,0.060249278,0.320237384,0.173967601,0.285814997,0.332174138,0.432123047,0.531692732,0.430660582,0.599590351,0.190755009,0.304075777,0.505471927,0.202894325,0.542540874,0.29243721,0.724438159,0.456497769,0.246654671,0.44189186,0.265335344,0.268440598,0.274956505,0.246236439,0.304585174,0.62732501,0.183284183,0.355479887,0.13152939,0.215690158,0.286445674,0.015963448,0.294095552,0.625687695,0.660460621,0.469149674,0.597415702,0.085737457,0.133937319,0.632771592,0.142319148,0.460294938,0.240043917,0.502840815,0.756983965,0.308279318,0.568156708,0.45305155,0.506886385,0.19857043,0.102531879,0.660460621,0.21464638,0.406675384,0.154097434,0.28588463,0.273176945,0.256398751,3
0.076871057,0.115852381,0.541043884,0.523519161,0.426947899,0.352429602,0.430448562,0.685399569,0.541349801,0.169405755,0.073935522,0.634449611,0.35074863,0.529413976,0.495519254,0.625056976,0.691141478,0.260766899,0.547438915,0.566688937,0.061201287,0.363494116,0.228312029,0.315994183,0.369229128,0.460623966,0.601365099,0.487529763,0.648198513,0.228529162,0.331544569,0.540009855,0.211800672,0.542417237,0.336352533,0.71017474,0.492384847,0.263703797,0.498882701,0.303106927,0.304488009,0.301171414,0.257541678,0.31282822,0.653521742,0.194872749,0.364341749,0.139431308,0.203269179,0.341890622,0.018661657,0.298332147,0.641273057,0.689922104,0.518682728,0.626397331,0.089213787,0.10787308,0.664276441,0.139751275,0.489393276,0.211582422,0.536460958,0.747102852,0.339970698,0.562989902,0.493874221,0.531135573,0.19857043,0.102531879,0.689922104,0.20045438,0.423618111,0.154097434,0.348603947,0.214593379,0.261487923,3
0.074217409,0.101903538,0.482624589,0.483587061,0.359372636,0.359386852,0.482169232,0.636329922,0.483062711,0.144601588,0.071751643,0.640891191,0.353237711,0.52060638,0.461826636,0.549101206,0.641016392,0.242448011,0.559784463,0.529321219,0.071717926,0.400832285,0.299609551,0.252365341,0.295605897,0.443859964,0.582732957,0.428204682,0.593707376,0.29202971,0.332433093,0.456144986,0.196769125,0.591143656,0.411860647,0.697717566,0.510171937,0.257901594,0.483242296,0.31704493,0.323853369,0.325802684,0.308936255,0.292739442,0.610044991,0.229788595,0.361176924,0.151304487,0.18542304,0.242587531,0.015169828,0.306010158,0.624621543,0.739323958,0.522644171,0.580049181,0.111980388,0.180393278,0.683890029,0.147489991,0.520786447,0.197693249,0.486562416,0.765535811,0.383222971,0.622654774,0.507363896,0.507961598,0.19857043,0.102531879,0.739323958,0.224264334,0.441535211,0.154097434,0.352733239,0.278718602,0.286526747,3
0.065427076,0.097723819,0.477069321,0.469049649,0.309919018,0.365937181,0.45963864,0.620792364,0.470676025,0.144999767,0.069765953,0.617176176,0.327773087,0.505673144,0.425089084,0.517086992,0.598607476,0.231794064,0.54009087,0.517963523,0.062877625,0.407977003,0.278749811,0.233086943,0.283053255,0.436559273,0.556984514,0.433269789,0.595940687,0.254259976,0.304804361,0.436067032,0.189081923,0.580173684,0.351122949,0.665606394,0.496986238,0.240589477,0.483036937,0.281013822,0.313208882,0.304405081,0.293068187,0.271411804,0.603268161,0.221174697,0.347790574,0.151397457,0.221205995,0.275078887,0.013978225,0.308482958,0.632117495,0.758655391,0.536181485,0.586663857,0.092018393,0.181494195,0.681996951,0.151499761,0.478562584,0.255582665,0.477959066,0.773420366,0.395686354,0.596531749,0.481284058,0.523079619,0.19857043,0.102531879,0.758655391,0.238580705,0.419302346,0.154097434,0.344419881,0.271314411,0.305842045,3
0.069437444,0.094476216,0.439446641,0.447033069,0.347402564,0.356026237,0.423651848,0.614547485,0.471784229,0.151625788,0.064733095,0.604748459,0.297484912,0.527058234,0.404023693,0.502004747,0.613972411,0.227893049,0.506302321,0.516816704,0.059129685,0.397973293,0.27254168,0.217610916,0.283662255,0.41481575,0.541808777,0.410980188,0.573672671,0.208279436,0.290666811,0.408716093,0.180709813,0.562612269,0.347724853,0.686542057,0.486838362,0.200344062,0.459531721,0.276244743,0.283140866,0.251072567,0.25025763,0.275649559,0.611260625,0.213029599,0.362294483,0.247851142,0.210207069,0.304592763,0.014432921,0.32050857,0.624787855,0.734642578,0.595793109,0.634242092,0.104897524,0.215050956,0.68810015,0.149614404,0.516856699,0.255736222,0.50712003,0.76167933,0.427966252,0.598616647,0.482217486,0.556665202,0.19857043,0.102531879,0.734642578,0.203577001,0.448389471,0.154097434,0.417919348,0.275984186,0.301004289,3
0.075131866,0.098874409,0.527570331,0.506077606,0.293175194,0.3829616,0.544852284,0.638901702,0.663861932,0.165199117,0.075935789,0.655601861,0.480752384,0.559788227,0.458276632,0.545518452,0.628080809,0.246989738,0.590495733,0.544411155,0.078039213,0.480676891,0.361905748,0.241190319,0.267303917,0.432012029,0.609648472,0.528715456,0.616160546,0.385991463,0.36772447,0.426541745,0.205957128,0.667934463,0.420247573,0.72231213,0.553141039,0.270085811,0.512933077,0.34367498,0.375540873,0.329258419,0.346299099,0.190094699,0.539289098,0.212477189,0.335715665,0.193869021,0.154762105,0.203027489,0.006306111,0.29384054,0.520030886,0.768056864,0.507285198,0.54632484,0.087681272,0.107630496,0.663377499,0.13070745,0.479278914,0.202171089,0.449742242,0.734889815,0.427596307,0.592337395,0.434425425,0.535157933,0.19857043,0.102531879,0.768056864,0.352662404,0.42066304,0.154097434,0.522035236,0.437980088,0.31710881,3
0.062600621,0.092075133,0.46964802,0.449352012,0.318250126,0.402012663,0.506805707,0.61184561,0.581782883,0.161917931,0.073387411,0.636927584,0.350499735,0.569602808,0.424240408,0.536078361,0.609459751,0.223399386,0.565154599,0.538371055,0.095872647,0.485547328,0.358946757,0.221371115,0.262343552,0.414034044,0.572245536,0.513486872,0.597560803,0.328487681,0.337375766,0.413270666,0.197890056,0.65255957,0.375586695,0.702695785,0.547329459,0.242405967,0.507133752,0.33687798,0.321634808,0.286497717,0.314233606,0.141364354,0.495152525,0.194355613,0.325320481,0.170356138,0.160874653,0.218388894,0.012292371,0.293885225,0.549569176,0.708809658,0.512679723,0.498101274,0.080823044,0.113555012,0.674456531,0.136420574,0.491036096,0.249154815,0.438548729,0.734125562,0.476369464,0.607324339,0.410951081,0.465027913,0.19857043,0.102531879,0.708809658,0.248290624,0.420890083,0.154097434,0.515806659,0.407159976,0.294928833,3
0.057109609,0.080302692,0.434933303,0.399080038,0.294293811,0.426592846,0.454691631,0.571311328,0.440726379,0.142749369,0.06461833,0.604919377,0.307832984,0.545113801,0.360495304,0.483086033,0.58443892,0.227429577,0.536321485,0.525751074,0.071700863,0.42119131,0.301873119,0.19353962,0.216780999,0.387820433,0.540617673,0.442294478,0.55354733,0.352781407,0.295559883,0.353756055,0.182361659,0.563035126,0.300279379,0.662597406,0.493438086,0.212860234,0.480952853,0.270947328,0.268215037,0.226204226,0.2659133,0.200212258,0.509215912,0.209990689,0.335489797,0.169942616,0.174098676,0.256964932,0.008604358,0.309496432,0.51126229,0.68327007,0.566271685,0.573955026,0.092470354,0.117958239,0.684273399,0.142597021,0.488363006,0.258195921,0.481712056,0.730802952,0.497067068,0.600037048,0.420467379,0.523308812,0.19857043,0.102531879,0.68327007,0.29292902,0.437728907,0.154097434,0.508136663,0.366700432,0.321533788,3
0.081813632,0.117069015,0.597425179,0.502761338,0.251974225,0.438618689,0.617643362,0.62964986,0.654095992,0.188383626,0.083065624,0.742502212,0.461820788,0.656069587,0.442771742,0.548050927,0.641692755,0.255566428,0.649936332,0.587652087,0.09002989,0.593201692,0.460033318,0.233805025,0.257586491,0.446153196,0.657921772,0.587633275,0.632884154,0.474910862,0.528715658,0.406962844,0.238523326,0.774313622,0.575073679,0.806749285,0.626512736,0.382271365,0.576230505,0.47801817,0.536075375,0.481101555,0.41083795,0.123924465,0.468947475,0.246010524,0.327041817,0.186813147,0.130773431,0.18922466,0.008141369,0.310725903,0.520029594,0.689638466,0.483192038,0.550983188,0.085581817,0.170940777,0.68566242,0.136732275,0.517002123,0.246971916,0.443900665,0.717750895,0.55666436,0.599772009,0.479410591,0.586312556,0.19857043,0.102531879,0.689638466,0.42258281,0.445443205,0.154097434,0.568827895,0.45459555,0.317755085,3
0.071619401,0.100923003,0.552462285,0.450899029,0.283819346,0.446084234,0.716626604,0.595401634,0.558814305,0.171286313,0.079983888,0.693439442,0.399540674,0.585497804,0.439327537,0.5082337,0.600052293,0.234024024,0.593943402,0.564982183,0.086461888,0.558589751,0.484666261,0.213540002,0.22761457,0.420433688,0.669305621,0.525354999,0.62695312,0.393058792,0.382533954,0.364010236,0.217181753,0.727979662,0.512071696,0.785052366,0.587837529,0.300989324,0.535480553,0.382129015,0.470390674,0.380861194,0.372437972,0.147603974,0.466336974,0.253333268,0.33832702,0.206355756,0.158336712,0.196794826,0.007309069,0.318243061,0.502222222,0.755586289,0.564420628,0.553906421,0.096077821,0.289695344,0.712135585,0.150531011,0.558277212,0.329514619,0.464024868,0.769500594,0.581236528,0.622809457,0.446864366,0.606092486,0.19857043,0.102531879,0.755586289,0.312879102,0.510199825,0.154097434,0.567278624,0.474736913,0.336538937,3
0.090412894,0.10395184,0.549837466,0.442766991,0.280099576,0.432847311,0.633472599,0.597929757,0.571129008,0.166143448,0.078908616,0.692280496,0.435813333,0.634734958,0.449659193,0.527252416,0.614948988,0.265561754,0.614930909,0.547461791,0.091264736,0.573735944,0.474561302,0.216770812,0.233392806,0.427974866,0.652329259,0.553460626,0.626520003,0.395922186,0.423582861,0.376614339,0.223156726,0.737427382,0.602329308,0.790120842,0.634816814,0.301173973,0.560180071,0.407723483,0.482758172,0.420924142,0.353749928,0.174596215,0.457970402,0.252528578,0.336383898,0.200550932,0.157496822,0.212733508,0.007203525,0.309159129,0.527989395,0.739659949,0.620050023,0.602735443,0.113665927,0.190087485,0.671148716,0.158781342,0.559727024,0.363340941,0.459164268,0.7537184,0.585985006,0.638090376,0.469044403,0.660418108,0.19857043,0.102531879,0.739659949,0.317878085,0.44120881,0.154097434,0.635068821,0.482687705,0.350731446,3
0.074019916,0.09290005,0.548117626,0.419694204,0.219844904,0.495773524,0.666949026,0.522771496,0.647523148,0.179300551,0.078170428,0.702327268,0.426139685,0.671221551,0.410511201,0.496307355,0.566254742,0.193574269,0.630268351,0.5408336,0.096569042,0.595401242,0.501892346,0.187371693,0.185825868,0.390235597,0.65620614,0.56531313,0.580618497,0.526004429,0.433251838,0.297219065,0.213715537,0.728743521,0.620448874,0.783963866,0.644284297,0.324470512,0.620519844,0.459460895,0.548769343,0.497237391,0.377986148,0.03346643,0.386569638,0.236620691,0.317454815,0.192732424,0.125290647,0.153589231,0.003998484,0.312653597,0.448431079,0.736153461,0.455723782,0.421190196,0.090210539,0.251150201,0.651962089,0.129618227,0.576126987,0.33113983,0.450198392,0.686883195,0.730909412,0.629622017,0.46728065,0.703601739,0.19857043,0.102531879,0.736153461,0.466904661,0.503738676,0.154097434,0.784927778,0.714281625,0.308655381,3
0.080297132,0.116391191,0.656594602,0.508682227,0.254994754,0.553356009,0.741664162,0.613940872,0.714494805,0.196365929,0.091015687,0.791384348,0.658690011,0.746055386,0.495788446,0.537507334,0.63892782,0.247652737,0.676528494,0.626134917,0.117443994,0.68603904,0.614309116,0.220109014,0.229805952,0.425010701,0.695337296,0.725692115,0.677702846,0.609364942,0.520268136,0.378051519,0.253218902,0.890837822,0.691015581,0.893108752,0.730386651,0.395288991,0.70026071,0.486656413,0.696161042,0.506284492,0.43264832,0.122979008,0.391870125,0.248981362,0.313312355,0.097443406,0.139221654,0.170164222,0.002458316,0.319189752,0.509619278,0.810367081,0.535948963,0.497363523,0.125872842,0.326204772,0.710675004,0.129700352,0.594070059,0.404517219,0.487361784,0.68755615,0.698469899,0.616316599,0.396876042,0.727988987,0.19857043,0.102531879,0.810367081,0.515826226,0.463466197,0.154097434,0.729943484,0.62183833,0.314945347,3
0.071306719,0.10601416,0.647178938,0.486144165,0.264613816,0.53471808,0.85139291,0.588470215,0.689388155,0.179189242,0.080831681,0.738588059,0.487180726,0.717733079,0.477490137,0.539699383,0.599914497,0.23694262,0.658890119,0.555740721,0.112449042,0.756276148,0.784685948,0.206141066,0.202256372,0.417270722,0.688776968,0.583216609,0.649900767,0.563085562,0.496927112,0.358433977,0.235221496,0.864853004,0.626688628,0.850604827,0.671843323,0.338919245,0.660226441,0.505350808,0.629873716,0.481743204,0.396587269,0.100701214,0.416735746,0.22102988,0.322953405,0.202215077,0.145214196,0.171851053,0.005437676,0.322418711,0.466445015,0.777718094,0.639009977,0.531500134,0.102111772,0.252282276,0.692780591,0.134151158,0.567447774,0.428866402,0.472195027,0.676715585,0.767185467,0.626686799,0.418703738,0.736951054,0.19857043,0.102531879,0.777718094,0.378818151,0.543333346,0.154097434,0.792471521,0.708396204,0.330736235,3
0.052784909,0.085638645,0.436386979,0.475975816,0.386067017,0.405565265,0.460099523,0.867195455,0.531327739,0.131323785,0.070556464,0.766596534,0.392926149,0.591761813,0.474005775,0.935147144,0.664648107,0.282774471,0.809971194,0.585822189,0.040520187,0.342323585,0.253860994,0.319393667,0.301336061,0.396513159,0.539686518,0.467321677,0.642287573,0.263311785,0.253407367,0.560966882,0.344435889,0.508195372,0.335488471,0.832593834,0.523813973,0.257192975,0.468480128,0.30638992,0.304896784,0.248856421,0.299407288,0.366068396,0.671833159,0.331328931,0.491229186,0.187907281,0.39335971,0.234054072,0.106971291,0.346382652,0.724301231,0.715139909,0.661110348,0.64637441,0.191108081,0.254915672,0.815767672,0.184576452,0.523743493,0.357249207,0.646859844,0.965843314,0.401020357,0.63008525,0.479132017,0.289571458,0.322345811,0.299212098,0.715139909,0.3219046,0.438486301,0.176088243,0.340541069,0.346886031,0.220736961,3
0.050849146,0.088005559,0.479593547,0.473983026,0.44108816,0.391484668,0.481773295,0.885530989,0.561193817,0.129241141,0.076193598,0.795344846,0.423577565,0.600369203,0.468906529,0.953363975,0.668473748,0.303246135,0.73507032,0.581223385,0.04386689,0.361231245,0.269538779,0.309488907,0.307974181,0.405100191,0.53902507,0.466026119,0.661573958,0.274019366,0.277650921,0.569251478,0.350708509,0.512085037,0.310746742,0.864130892,0.53160119,0.274759541,0.467638917,0.304724529,0.299800404,0.264164881,0.309836714,0.342254134,0.663189415,0.297201904,0.462679815,0.16117547,0.365406443,0.235566466,0.109159539,0.33009014,0.684122208,0.694229829,0.581478825,0.629764186,0.188621441,0.231288729,0.763103794,0.169931092,0.480253895,0.308492217,0.63349318,0.878703383,0.356994968,0.58602562,0.423376394,0.276043486,0.297959739,0.264064083,0.694229829,0.276376132,0.365428696,0.161587811,0.315200873,0.324225317,0.197459265,3
0.054461484,0.092753559,0.493547219,0.491688865,0.4257752,0.383040271,0.468534704,0.886194219,0.639671484,0.134341832,0.078044283,0.793384772,0.403880171,0.603012921,0.519830953,1,0.69743911,0.314524767,0.70562247,0.572800791,0.045856984,0.346561427,0.265225824,0.31927607,0.394948299,0.397538067,0.566837336,0.4659981,0.675060281,0.288377408,0.28238473,0.572810882,0.355766436,0.517764572,0.344414527,0.892500075,0.541195989,0.273957339,0.481479613,0.32347053,0.293869213,0.230513369,0.30849873,0.344148977,0.6451455,0.264233227,0.472209734,0.151159272,0.357561301,0.24996162,0.096778738,0.328535213,0.656527388,0.67391824,0.582453353,0.615368487,0.184827312,0.163656299,0.726224886,0.162033314,0.50708566,0.261423453,0.64763702,0.873262641,0.337055031,0.560839704,0.451971578,0.299402221,0.299087709,0.246467429,0.67391824,0.330018245,0.378888138,0.157139774,0.32684589,0.296645398,0.185172969,3
0.051406491,0.075805901,0.46644629,0.403379228,0.324408425,0.40571058,0.491685651,0.80798289,0.494368173,0.139219503,0.069290009,0.755703911,0.401223562,0.595984421,0.390730071,0.870316126,0.606125832,0.271223241,0.779876226,0.55576662,0.047385685,0.394330479,0.307722915,0.284821127,0.243913708,0.365901379,0.557835462,0.42643943,0.616215883,0.311410519,0.281863289,0.4592357,0.315665064,0.549161316,0.370398928,0.761819839,0.555338936,0.250223453,0.495358257,0.324364183,0.311833427,0.253729861,0.314906359,0.351446439,0.660892097,0.397252795,0.484222252,0.199719687,0.376581413,0.193154391,0.101647887,0.352096316,0.719859092,0.78495783,0.724469829,0.658446096,0.224179972,0.33611256,0.903910072,0.203595402,0.595171482,0.362885557,0.660834568,0.971802167,0.460886784,0.669080954,0.483911905,0.292432956,0.393036761,0.446521796,0.78495783,0.406713384,0.392980651,0.261214891,0.424854688,0.4240679,0.254852461,3
0.054005201,0.081333914,0.496494021,0.430568385,0.31816383,0.407672571,0.503813307,0.838782421,0.532674121,0.132671155,0.076369256,0.772312946,0.435159674,0.601744136,0.452483025,0.88926039,0.624795067,0.290262355,0.738026751,0.551705004,0.048571833,0.377409419,0.316604297,0.278433645,0.252556972,0.373165871,0.558554063,0.458122988,0.630427753,0.303261798,0.354258815,0.466068876,0.327655741,0.540672906,0.334532053,0.769394402,0.552877747,0.249185709,0.48606416,0.296148317,0.38281128,0.237836431,0.322758962,0.322791441,0.609322953,0.364110692,0.471810138,0.195270879,0.364077013,0.195722691,0.102312589,0.355948785,0.681438225,0.799599456,0.662772062,0.663495018,0.21412576,0.332931984,0.827917149,0.185503203,0.550184004,0.350495314,0.645157362,0.893326509,0.5079729,0.629453231,0.461114142,0.278603911,0.369796645,0.359532695,0.799599456,0.413709349,0.447223009,0.245550623,0.40538524,0.427418027,0.233826007,3
